fuel,unit,year,value,scenario,variant
Kohle,USD-2017/MWh,2035,9.315351676076826,ZERO-A,KKW50
Kohle,USD-2017/MWh,2036,9.322669703978102,ZERO-A,KKW50
Kohle,USD-2017/MWh,2037,9.32998773187938,ZERO-A,KKW50
Kohle,USD-2017/MWh,2038,9.337305759780657,ZERO-A,KKW50
Kohle,USD-2017/MWh,2039,9.344623787681936,ZERO-A,KKW50
Kohle,USD-2017/MWh,2040,9.351941815583215,ZERO-A,KKW50
Kohle,USD-2017/MWh,2041,9.065865334578573,ZERO-A,KKW50
Kohle,USD-2017/MWh,2042,8.779788853573931,ZERO-A,KKW50
Kohle,USD-2017/MWh,2043,8.49371237256929,ZERO-A,KKW50
Kohle,USD-2017/MWh,2044,8.207635891564648,ZERO-A,KKW50
Kohle,USD-2017/MWh,2045,7.921559410560006,ZERO-A,KKW50
Kohle,USD-2017/MWh,2046,7.635482929555364,ZERO-A,KKW50
Kohle,USD-2017/MWh,2047,7.349406448550722,ZERO-A,KKW50
Kohle,USD-2017/MWh,2048,7.06332996754608,ZERO-A,KKW50
Kohle,USD-2017/MWh,2049,6.777253486541439,ZERO-A,KKW50
Kohle,USD-2017/MWh,2050,6.491177005536796,ZERO-A,KKW50
Kohle,USD-2017/MWh,2051,6.205100524532155,ZERO-A,KKW50
Kohle,USD-2017/MWh,2052,5.919024043527513,ZERO-A,KKW50
Kohle,USD-2017/MWh,2053,5.6329475625228715,ZERO-A,KKW50
Kohle,USD-2017/MWh,2054,5.346871081518229,ZERO-A,KKW50
Kohle,USD-2017/MWh,2055,5.060794600513588,ZERO-A,KKW50
Kohle,USD-2017/MWh,2056,4.774718119508946,ZERO-A,KKW50
Kohle,USD-2017/MWh,2057,4.488641638504304,ZERO-A,KKW50
Kohle,USD-2017/MWh,2058,4.202565157499662,ZERO-A,KKW50
Kohle,USD-2017/MWh,2059,3.9164886764950197,ZERO-A,KKW50
Kohle,USD-2017/MWh,2060,3.630412195490378,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2017,6.508350248756217,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2018,18.264772413793104,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2019,28.06002270000001,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2020,28.469675482167638,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2021,28.879328264335268,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2022,29.288981046502894,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2023,29.69863382867052,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2024,30.10828661083815,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2025,30.517939393005776,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2026,30.9275921751734,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2027,31.33724495734103,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2028,31.746897739508658,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2029,32.15655052167629,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2030,32.56620330384391,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2031,43.30958297345953,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2032,54.05296264307513,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2033,64.79634231269074,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2034,75.53972198230636,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2035,86.28310165192197,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2036,97.02648132153757,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2037,107.76986099115317,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2038,118.51324066076879,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2039,129.2566203303844,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2040,140.0,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2041,165.65975999999998,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2042,191.31952,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2043,216.97928,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2044,242.63904,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2045,268.29879999999997,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2046,293.95856000000003,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2047,319.6183199999999,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2048,345.27808,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2049,370.93784,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2050,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2051,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2052,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2053,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2054,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2055,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2056,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2057,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2058,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2059,396.5976,ZERO-A,KKW50
CO₂-Preis,USD-2017/t CO₂,2060,396.5976,ZERO-A,KKW50
Erdöl,USD-2017/bbl,2000,38.78251312736598,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2010,87.54564291782742,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2017,52.05,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2018,66.48931878135829,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2019,69.98931878135829,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2020,72.51153468163244,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2021,73.71153468163244,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2022,74.01153468163244,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2023,74.21153468163244,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2024,74.21153468163244,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2025,74.2,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2026,73.76,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2027,73.32000000000001,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2028,72.88000000000001,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2029,72.44000000000001,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2030,72.0,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2031,71.4,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2032,70.80000000000001,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2033,70.20000000000002,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2034,69.60000000000002,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2035,69.0,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2036,68.08,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2037,67.16,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2038,66.24,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2039,65.32,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2040,64.4,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2041,62.43000000000001,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2042,60.46000000000001,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2043,58.49,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2044,56.52,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2045,54.550000000000004,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2046,52.580000000000005,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2047,50.61,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2048,48.64,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2049,46.67,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2050,44.7,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2051,42.730000000000004,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2052,40.760000000000005,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2053,38.790000000000006,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2054,36.82,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2055,34.85,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2056,32.88,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2057,30.910000000000004,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2058,28.940000000000005,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2059,26.97,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2060,25.0,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2000,13.316212749193229,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2010,28.49646614586152,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2017,19.892440299890712,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2018,23.66950940352399,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2019,23.651500902789582,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2020,24.039548517024595,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2021,24.721444186987092,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2022,25.06239202196834,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2023,25.232865939458964,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2024,25.403339856949586,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2025,25.545069229622786,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2026,25.618462475413196,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2027,25.69185572120361,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2028,25.76524896699402,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2029,25.838642212784432,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2030,25.912035458574838,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2031,25.912035458574838,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2032,25.912035458574838,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2033,25.912035458574838,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2034,25.912035458574838,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2035,25.912035458574838,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2036,25.980225025571084,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2037,26.048414592567333,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2038,26.116604159563582,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2039,26.18479372655983,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2040,26.252983293556085,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2041,25.44990290398612,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2042,24.64682251441616,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2043,23.8437421248462,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2044,23.040661735276238,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2045,22.237581345706275,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2046,21.43450095613632,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2047,20.631420566566355,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2048,19.82834017699639,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2049,19.025259787426435,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2050,18.222179397856472,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2051,17.419099008286512,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2052,16.616018618716552,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2053,15.812938229146589,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2054,15.009857839576627,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2055,14.206777450006669,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2056,13.403697060436706,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2057,12.600616670866744,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2058,11.797536281296782,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2059,10.99445589172682,ZERO-B,KKW50
Erdgas,USD-2017/MWh,2060,10.191375502156863,ZERO-B,KKW50
Kohle,USD-2017/MWh,2000,6.67295839118016,ZERO-B,KKW50
Kohle,USD-2017/MWh,2010,14.55295291491026,ZERO-B,KKW50
Kohle,USD-2017/MWh,2017,11.929831470588235,ZERO-B,KKW50
Kohle,USD-2017/MWh,2018,12.91430659470996,ZERO-B,KKW50
Kohle,USD-2017/MWh,2019,11.60861393720664,ZERO-B,KKW50
Kohle,USD-2017/MWh,2020,10.651279177109878,ZERO-B,KKW50
Kohle,USD-2017/MWh,2021,10.461126203590398,ZERO-B,KKW50
Kohle,USD-2017/MWh,2022,10.259608993558334,ZERO-B,KKW50
Kohle,USD-2017/MWh,2023,10.09167798519828,ZERO-B,KKW50
Kohle,USD-2017/MWh,2024,9.923746976838224,ZERO-B,KKW50
Kohle,USD-2017/MWh,2025,9.775967689481377,ZERO-B,KKW50
Kohle,USD-2017/MWh,2026,9.676413409571214,ZERO-B,KKW50
Kohle,USD-2017/MWh,2027,9.571867617817082,ZERO-B,KKW50
Kohle,USD-2017/MWh,2028,9.497533677016497,ZERO-B,KKW50
Kohle,USD-2017/MWh,2029,9.418513431360367,ZERO-B,KKW50
Kohle,USD-2017/MWh,2030,9.36999078010236,ZERO-B,KKW50
Kohle,USD-2017/MWh,2031,9.328185369178756,ZERO-B,KKW50
Kohle,USD-2017/MWh,2032,9.321468128844353,ZERO-B,KKW50
Kohle,USD-2017/MWh,2033,9.314750888509954,ZERO-B,KKW50
Kohle,USD-2017/MWh,2034,9.308033648175549,ZERO-B,KKW50
Kohle,USD-2017/MWh,2035,9.315351676076826,ZERO-B,KKW50
Kohle,USD-2017/MWh,2036,9.322669703978102,ZERO-B,KKW50
Kohle,USD-2017/MWh,2037,9.32998773187938,ZERO-B,KKW50
Kohle,USD-2017/MWh,2038,9.337305759780657,ZERO-B,KKW50
Kohle,USD-2017/MWh,2039,9.344623787681936,ZERO-B,KKW50
Kohle,USD-2017/MWh,2040,9.351941815583215,ZERO-B,KKW50
Kohle,USD-2017/MWh,2041,9.065865334578573,ZERO-B,KKW50
Kohle,USD-2017/MWh,2042,8.779788853573931,ZERO-B,KKW50
Kohle,USD-2017/MWh,2043,8.49371237256929,ZERO-B,KKW50
Kohle,USD-2017/MWh,2044,8.207635891564648,ZERO-B,KKW50
Kohle,USD-2017/MWh,2045,7.921559410560006,ZERO-B,KKW50
Kohle,USD-2017/MWh,2046,7.635482929555364,ZERO-B,KKW50
Kohle,USD-2017/MWh,2047,7.349406448550722,ZERO-B,KKW50
Kohle,USD-2017/MWh,2048,7.06332996754608,ZERO-B,KKW50
Kohle,USD-2017/MWh,2049,6.777253486541439,ZERO-B,KKW50
Kohle,USD-2017/MWh,2050,6.491177005536796,ZERO-B,KKW50
Kohle,USD-2017/MWh,2051,6.205100524532155,ZERO-B,KKW50
Kohle,USD-2017/MWh,2052,5.919024043527513,ZERO-B,KKW50
Kohle,USD-2017/MWh,2053,5.6329475625228715,ZERO-B,KKW50
Kohle,USD-2017/MWh,2054,5.346871081518229,ZERO-B,KKW50
Kohle,USD-2017/MWh,2055,5.060794600513588,ZERO-B,KKW50
Kohle,USD-2017/MWh,2056,4.774718119508946,ZERO-B,KKW50
Kohle,USD-2017/MWh,2057,4.488641638504304,ZERO-B,KKW50
Kohle,USD-2017/MWh,2058,4.202565157499662,ZERO-B,KKW50
Kohle,USD-2017/MWh,2059,3.9164886764950197,ZERO-B,KKW50
Kohle,USD-2017/MWh,2060,3.630412195490378,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2017,6.508350248756217,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2018,18.264772413793104,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2019,28.06002270000001,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2020,28.469675482167638,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2021,28.879328264335268,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2022,29.288981046502894,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2023,29.69863382867052,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2024,30.10828661083815,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2025,30.517939393005776,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2026,30.9275921751734,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2027,31.33724495734103,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2028,31.746897739508658,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2029,32.15655052167629,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2030,32.56620330384391,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2031,43.30958297345953,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2032,54.05296264307513,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2033,64.79634231269074,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2034,75.53972198230636,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2035,86.28310165192197,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2036,97.02648132153757,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2037,107.76986099115317,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2038,118.51324066076879,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2039,129.2566203303844,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2040,140.0,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2041,165.65975999999998,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2042,191.31952,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2043,216.97928,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2044,242.63904,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2045,268.29879999999997,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2046,293.95856000000003,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2047,319.6183199999999,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2048,345.27808,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2049,370.93784,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2050,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2051,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2052,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2053,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2054,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2055,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2056,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2057,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2058,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2059,396.5976,ZERO-B,KKW50
CO₂-Preis,USD-2017/t CO₂,2060,396.5976,ZERO-B,KKW50
Erdöl,USD-2017/bbl,2000,38.78251312736598,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2010,87.54564291782742,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2017,52.05,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2018,66.48931878135829,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2019,69.98931878135829,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2020,72.51153468163244,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2021,73.71153468163244,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2022,74.01153468163244,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2023,74.21153468163244,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2024,74.21153468163244,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2025,74.2,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2026,73.76,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2027,73.32000000000001,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2028,72.88000000000001,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2029,72.44000000000001,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2030,72.0,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2031,71.4,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2032,70.80000000000001,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2033,70.20000000000002,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2034,69.60000000000002,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2035,69.0,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2036,68.08,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2037,67.16,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2038,66.24,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2039,65.32,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2040,64.4,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2041,62.43000000000001,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2042,60.46000000000001,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2043,58.49,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2044,56.52,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2045,54.550000000000004,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2046,52.580000000000005,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2047,50.61,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2048,48.64,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2049,46.67,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2050,44.7,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2051,42.730000000000004,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2052,40.760000000000005,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2053,38.790000000000006,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2054,36.82,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2055,34.85,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2056,32.88,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2057,30.910000000000004,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2058,28.940000000000005,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2059,26.97,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2060,25.0,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2000,13.316212749193229,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2010,28.49646614586152,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2017,19.892440299890712,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2018,23.66950940352399,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2019,23.651500902789582,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2020,24.039548517024595,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2021,24.721444186987092,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2022,25.06239202196834,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2023,25.232865939458964,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2024,25.403339856949586,ZERO-C,KKW50
