fuel,unit,year,value,scenario,variant
Erdgas,USD-2017/MWh,2025,25.545069229622786,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2026,25.618462475413196,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2027,25.69185572120361,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2028,25.76524896699402,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2029,25.838642212784432,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2030,25.912035458574838,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2031,25.912035458574838,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2032,25.912035458574838,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2033,25.912035458574838,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2034,25.912035458574838,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2035,25.912035458574838,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2036,25.980225025571084,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2037,26.048414592567333,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2038,26.116604159563582,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2039,26.18479372655983,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2040,26.252983293556085,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2041,25.44990290398612,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2042,24.64682251441616,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2043,23.8437421248462,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2044,23.040661735276238,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2045,22.237581345706275,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2046,21.43450095613632,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2047,20.631420566566355,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2048,19.82834017699639,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2049,19.025259787426435,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2050,18.222179397856472,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2051,17.419099008286512,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2052,16.616018618716552,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2053,15.812938229146589,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2054,15.009857839576627,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2055,14.206777450006669,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2056,13.403697060436706,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2057,12.600616670866744,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2058,11.797536281296782,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2059,10.99445589172682,ZERO-C,KKW50
Erdgas,USD-2017/MWh,2060,10.191375502156863,ZERO-C,KKW50
Kohle,USD-2017/MWh,2000,6.67295839118016,ZERO-C,KKW50
Kohle,USD-2017/MWh,2010,14.55295291491026,ZERO-C,KKW50
Kohle,USD-2017/MWh,2017,11.929831470588235,ZERO-C,KKW50
Kohle,USD-2017/MWh,2018,12.91430659470996,ZERO-C,KKW50
Kohle,USD-2017/MWh,2019,11.60861393720664,ZERO-C,KKW50
Kohle,USD-2017/MWh,2020,10.651279177109878,ZERO-C,KKW50
Kohle,USD-2017/MWh,2021,10.461126203590398,ZERO-C,KKW50
Kohle,USD-2017/MWh,2022,10.259608993558334,ZERO-C,KKW50
Kohle,USD-2017/MWh,2023,10.09167798519828,ZERO-C,KKW50
Kohle,USD-2017/MWh,2024,9.923746976838224,ZERO-C,KKW50
Kohle,USD-2017/MWh,2025,9.775967689481377,ZERO-C,KKW50
Kohle,USD-2017/MWh,2026,9.676413409571214,ZERO-C,KKW50
Kohle,USD-2017/MWh,2027,9.571867617817082,ZERO-C,KKW50
Kohle,USD-2017/MWh,2028,9.497533677016497,ZERO-C,KKW50
Kohle,USD-2017/MWh,2029,9.418513431360367,ZERO-C,KKW50
Kohle,USD-2017/MWh,2030,9.36999078010236,ZERO-C,KKW50
Kohle,USD-2017/MWh,2031,9.328185369178756,ZERO-C,KKW50
Kohle,USD-2017/MWh,2032,9.321468128844353,ZERO-C,KKW50
Kohle,USD-2017/MWh,2033,9.314750888509954,ZERO-C,KKW50
Kohle,USD-2017/MWh,2034,9.308033648175549,ZERO-C,KKW50
Kohle,USD-2017/MWh,2035,9.315351676076826,ZERO-C,KKW50
Kohle,USD-2017/MWh,2036,9.322669703978102,ZERO-C,KKW50
Kohle,USD-2017/MWh,2037,9.32998773187938,ZERO-C,KKW50
Kohle,USD-2017/MWh,2038,9.337305759780657,ZERO-C,KKW50
Kohle,USD-2017/MWh,2039,9.344623787681936,ZERO-C,KKW50
Kohle,USD-2017/MWh,2040,9.351941815583215,ZERO-C,KKW50
Kohle,USD-2017/MWh,2041,9.065865334578573,ZERO-C,KKW50
Kohle,USD-2017/MWh,2042,8.779788853573931,ZERO-C,KKW50
Kohle,USD-2017/MWh,2043,8.49371237256929,ZERO-C,KKW50
Kohle,USD-2017/MWh,2044,8.207635891564648,ZERO-C,KKW50
Kohle,USD-2017/MWh,2045,7.921559410560006,ZERO-C,KKW50
Kohle,USD-2017/MWh,2046,7.635482929555364,ZERO-C,KKW50
Kohle,USD-2017/MWh,2047,7.349406448550722,ZERO-C,KKW50
Kohle,USD-2017/MWh,2048,7.06332996754608,ZERO-C,KKW50
Kohle,USD-2017/MWh,2049,6.777253486541439,ZERO-C,KKW50
Kohle,USD-2017/MWh,2050,6.491177005536796,ZERO-C,KKW50
Kohle,USD-2017/MWh,2051,6.205100524532155,ZERO-C,KKW50
Kohle,USD-2017/MWh,2052,5.919024043527513,ZERO-C,KKW50
Kohle,USD-2017/MWh,2053,5.6329475625228715,ZERO-C,KKW50
Kohle,USD-2017/MWh,2054,5.346871081518229,ZERO-C,KKW50
Kohle,USD-2017/MWh,2055,5.060794600513588,ZERO-C,KKW50
Kohle,USD-2017/MWh,2056,4.774718119508946,ZERO-C,KKW50
Kohle,USD-2017/MWh,2057,4.488641638504304,ZERO-C,KKW50
Kohle,USD-2017/MWh,2058,4.202565157499662,ZERO-C,KKW50
Kohle,USD-2017/MWh,2059,3.9164886764950197,ZERO-C,KKW50
Kohle,USD-2017/MWh,2060,3.630412195490378,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2017,6.508350248756217,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2018,18.264772413793104,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2019,28.06002270000001,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2020,28.469675482167638,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2021,28.879328264335268,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2022,29.288981046502894,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2023,29.69863382867052,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2024,30.10828661083815,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2025,30.517939393005776,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2026,30.9275921751734,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2027,31.33724495734103,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2028,31.746897739508658,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2029,32.15655052167629,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2030,32.56620330384391,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2031,43.30958297345953,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2032,54.05296264307513,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2033,64.79634231269074,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2034,75.53972198230636,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2035,86.28310165192197,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2036,97.02648132153757,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2037,107.76986099115317,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2038,118.51324066076879,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2039,129.2566203303844,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2040,140.0,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2041,165.65975999999998,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2042,191.31952,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2043,216.97928,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2044,242.63904,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2045,268.29879999999997,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2046,293.95856000000003,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2047,319.6183199999999,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2048,345.27808,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2049,370.93784,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2050,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2051,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2052,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2053,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2054,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2055,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2056,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2057,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2058,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2059,396.5976,ZERO-C,KKW50
CO₂-Preis,USD-2017/t CO₂,2060,396.5976,ZERO-C,KKW50
Erdöl,USD-2017/bbl,2000,38.78251312736598,WWB,KKW50
Erdöl,USD-2017/bbl,2010,87.54564291782742,WWB,KKW50
Erdöl,USD-2017/bbl,2017,52.05,WWB,KKW50
Erdöl,USD-2017/bbl,2018,66.48931878135829,WWB,KKW50
Erdöl,USD-2017/bbl,2019,69.98931878135829,WWB,KKW50
Erdöl,USD-2017/bbl,2020,74.8,WWB,KKW50
Erdöl,USD-2017/bbl,2021,78.1,WWB,KKW50
Erdöl,USD-2017/bbl,2022,81.19999999999999,WWB,KKW50
Erdöl,USD-2017/bbl,2023,84.29999999999998,WWB,KKW50
Erdöl,USD-2017/bbl,2024,86.49999999999999,WWB,KKW50
Erdöl,USD-2017/bbl,2025,88.0,WWB,KKW50
Erdöl,USD-2017/bbl,2026,89.6,WWB,KKW50
Erdöl,USD-2017/bbl,2027,91.19999999999999,WWB,KKW50
Erdöl,USD-2017/bbl,2028,92.79999999999998,WWB,KKW50
Erdöl,USD-2017/bbl,2029,94.39999999999998,WWB,KKW50
Erdöl,USD-2017/bbl,2030,96.0,WWB,KKW50
Erdöl,USD-2017/bbl,2031,97.7,WWB,KKW50
Erdöl,USD-2017/bbl,2032,99.4,WWB,KKW50
Erdöl,USD-2017/bbl,2033,101.10000000000001,WWB,KKW50
Erdöl,USD-2017/bbl,2034,102.80000000000001,WWB,KKW50
Erdöl,USD-2017/bbl,2035,104.5,WWB,KKW50
Erdöl,USD-2017/bbl,2036,106.0,WWB,KKW50
Erdöl,USD-2017/bbl,2037,107.5,WWB,KKW50
Erdöl,USD-2017/bbl,2038,109.0,WWB,KKW50
Erdöl,USD-2017/bbl,2039,110.5,WWB,KKW50
Erdöl,USD-2017/bbl,2040,112.0,WWB,KKW50
Erdöl,USD-2017/bbl,2041,114.78502673796791,WWB,KKW50
Erdöl,USD-2017/bbl,2042,117.57005347593582,WWB,KKW50
Erdöl,USD-2017/bbl,2043,120.35508021390375,WWB,KKW50
Erdöl,USD-2017/bbl,2044,123.14010695187166,WWB,KKW50
Erdöl,USD-2017/bbl,2045,125.92513368983957,WWB,KKW50
Erdöl,USD-2017/bbl,2046,128.7101604278075,WWB,KKW50
Erdöl,USD-2017/bbl,2047,131.4951871657754,WWB,KKW50
Erdöl,USD-2017/bbl,2048,134.28021390374332,WWB,KKW50
Erdöl,USD-2017/bbl,2049,137.06524064171123,WWB,KKW50
Erdöl,USD-2017/bbl,2050,139.85026737967914,WWB,KKW50
Erdöl,USD-2017/bbl,2051,142.63529411764705,WWB,KKW50
Erdöl,USD-2017/bbl,2052,145.42032085561496,WWB,KKW50
Erdöl,USD-2017/bbl,2053,148.20534759358287,WWB,KKW50
Erdöl,USD-2017/bbl,2054,150.9903743315508,WWB,KKW50
Erdöl,USD-2017/bbl,2055,153.7754010695187,WWB,KKW50
Erdöl,USD-2017/bbl,2056,156.56042780748663,WWB,KKW50
Erdöl,USD-2017/bbl,2057,159.34545454545454,WWB,KKW50
Erdöl,USD-2017/bbl,2058,162.13048128342245,WWB,KKW50
Erdöl,USD-2017/bbl,2059,164.91550802139037,WWB,KKW50
Erdöl,USD-2017/bbl,2060,167.70053475935828,WWB,KKW50
Erdgas,USD-2017/MWh,2000,13.316212749193229,WWB,KKW50
Erdgas,USD-2017/MWh,2010,28.49646614586152,WWB,KKW50
Erdgas,USD-2017/MWh,2017,19.892440299890712,WWB,KKW50
Erdgas,USD-2017/MWh,2018,23.66950940352399,WWB,KKW50
Erdgas,USD-2017/MWh,2019,23.651500902789582,WWB,KKW50
Erdgas,USD-2017/MWh,2020,24.410457538087087,WWB,KKW50
Erdgas,USD-2017/MWh,2021,25.092353208049584,WWB,KKW50
Erdgas,USD-2017/MWh,2022,25.77424887801208,WWB,KKW50
Erdgas,USD-2017/MWh,2023,26.115196712993328,WWB,KKW50
Erdgas,USD-2017/MWh,2024,26.456144547974574,WWB,KKW50
Erdgas,USD-2017/MWh,2025,26.6812992008333,WWB,KKW50
Erdgas,USD-2017/MWh,2026,26.946754959662975,WWB,KKW50
Erdgas,USD-2017/MWh,2027,27.212210718492653,WWB,KKW50
Erdgas,USD-2017/MWh,2028,27.477666477322327,WWB,KKW50
Erdgas,USD-2017/MWh,2029,27.743122236152004,WWB,KKW50
Erdgas,USD-2017/MWh,2030,28.008577994981678,WWB,KKW50
Erdgas,USD-2017/MWh,2031,28.29334186587141,WWB,KKW50
Erdgas,USD-2017/MWh,2032,28.57810573676114,WWB,KKW50
Erdgas,USD-2017/MWh,2033,28.862869607650875,WWB,KKW50
Erdgas,USD-2017/MWh,2034,29.147633478540605,WWB,KKW50
Erdgas,USD-2017/MWh,2035,29.432397349430342,WWB,KKW50
Erdgas,USD-2017/MWh,2036,29.68297890920674,WWB,KKW50
Erdgas,USD-2017/MWh,2037,29.93356046898313,WWB,KKW50
Erdgas,USD-2017/MWh,2038,30.184142028759524,WWB,KKW50
Erdgas,USD-2017/MWh,2039,30.43472358853592,WWB,KKW50
Erdgas,USD-2017/MWh,2040,30.685305148312306,WWB,KKW50
Erdgas,USD-2017/MWh,2041,31.07969680069837,WWB,KKW50
Erdgas,USD-2017/MWh,2042,31.47408845308443,WWB,KKW50
Erdgas,USD-2017/MWh,2043,31.868480105470493,WWB,KKW50
Erdgas,USD-2017/MWh,2044,32.26287175785655,WWB,KKW50
Erdgas,USD-2017/MWh,2045,32.657263410242614,WWB,KKW50
Erdgas,USD-2017/MWh,2046,33.051655062628676,WWB,KKW50
Erdgas,USD-2017/MWh,2047,33.44604671501474,WWB,KKW50
Erdgas,USD-2017/MWh,2048,33.8404383674008,WWB,KKW50
Erdgas,USD-2017/MWh,2049,34.23483001978686,WWB,KKW50
Erdgas,USD-2017/MWh,2050,34.629221672172925,WWB,KKW50
Erdgas,USD-2017/MWh,2051,35.02361332455899,WWB,KKW50
Erdgas,USD-2017/MWh,2052,35.41800497694505,WWB,KKW50
Erdgas,USD-2017/MWh,2053,35.81239662933111,WWB,KKW50
Erdgas,USD-2017/MWh,2054,36.206788281717174,WWB,KKW50
Erdgas,USD-2017/MWh,2055,36.601179934103236,WWB,KKW50
Erdgas,USD-2017/MWh,2056,36.9955715864893,WWB,KKW50
Erdgas,USD-2017/MWh,2057,37.38996323887536,WWB,KKW50
Erdgas,USD-2017/MWh,2058,37.78435489126142,WWB,KKW50
Erdgas,USD-2017/MWh,2059,38.17874654364748,WWB,KKW50
Erdgas,USD-2017/MWh,2060,38.57313819603354,WWB,KKW50
Kohle,USD-2017/MWh,2000,6.67295839118016,WWB,KKW50
Kohle,USD-2017/MWh,2010,14.55295291491026,WWB,KKW50
Kohle,USD-2017/MWh,2017,11.929831470588235,WWB,KKW50
Kohle,USD-2017/MWh,2018,12.91430659470996,WWB,KKW50
Kohle,USD-2017/MWh,2019,11.60861393720664,WWB,KKW50
Kohle,USD-2017/MWh,2020,11.00511557591995,WWB,KKW50
Kohle,USD-2017/MWh,2021,11.179452874579416,WWB,KKW50
Kohle,USD-2017/MWh,2022,11.21303782037497,WWB,KKW50
Kohle,USD-2017/MWh,2023,11.246622766170523,WWB,KKW50
Kohle,USD-2017/MWh,2024,11.280207711966076,WWB,KKW50
Kohle,USD-2017/MWh,2025,11.347377603557183,WWB,KKW50
Kohle,USD-2017/MWh,2026,11.439764337374909,WWB,KKW50
Kohle,USD-2017/MWh,2027,11.51994828815431,WWB,KKW50
Kohle,USD-2017/MWh,2028,11.587765851050829,WWB,KKW50
Kohle,USD-2017/MWh,2029,11.643081086004099,WWB,KKW50
Kohle,USD-2017/MWh,2030,11.685786081366158,WWB,KKW50
Kohle,USD-2017/MWh,2031,11.728190694177293,WWB,KKW50
Kohle,USD-2017/MWh,2032,11.763577935278388,WWB,KKW50
Kohle,USD-2017/MWh,2033,11.791947804669453,WWB,KKW50
Kohle,USD-2017/MWh,2034,11.820317674060517,WWB,KKW50
Kohle,USD-2017/MWh,2035,11.84868754345158,WWB,KKW50
Kohle,USD-2017/MWh,2036,11.87705741284264,WWB,KKW50
Kohle,USD-2017/MWh,2037,11.905427282233706,WWB,KKW50
Kohle,USD-2017/MWh,2038,11.93379715162477,WWB,KKW50
Kohle,USD-2017/MWh,2039,11.962167021015835,WWB,KKW50
Kohle,USD-2017/MWh,2040,11.983519518696863,WWB,KKW50
Kohle,USD-2017/MWh,2041,12.036788939924442,WWB,KKW50
Kohle,USD-2017/MWh,2042,12.09005836115202,WWB,KKW50
Kohle,USD-2017/MWh,2043,12.143327782379595,WWB,KKW50
Kohle,USD-2017/MWh,2044,12.196597203607174,WWB,KKW50
Kohle,USD-2017/MWh,2045,12.249866624834752,WWB,KKW50
Kohle,USD-2017/MWh,2046,12.303136046062328,WWB,KKW50
Kohle,USD-2017/MWh,2047,12.356405467289907,WWB,KKW50
Kohle,USD-2017/MWh,2048,12.409674888517484,WWB,KKW50
Kohle,USD-2017/MWh,2049,12.462944309745064,WWB,KKW50
Kohle,USD-2017/MWh,2050,12.516213730972641,WWB,KKW50
Kohle,USD-2017/MWh,2051,12.569483152200217,WWB,KKW50
Kohle,USD-2017/MWh,2052,12.622752573427794,WWB,KKW50
Kohle,USD-2017/MWh,2053,12.676021994655374,WWB,KKW50
Kohle,USD-2017/MWh,2054,12.72929141588295,WWB,KKW50
Kohle,USD-2017/MWh,2055,12.782560837110527,WWB,KKW50
Kohle,USD-2017/MWh,2056,12.835830258338106,WWB,KKW50
Kohle,USD-2017/MWh,2057,12.889099679565684,WWB,KKW50
Kohle,USD-2017/MWh,2058,12.942369100793263,WWB,KKW50
Kohle,USD-2017/MWh,2059,12.995638522020839,WWB,KKW50
Kohle,USD-2017/MWh,2060,13.048907943248416,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2017,6.508350248756217,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2018,18.264772413793104,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2019,28.06002270000001,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2020,28.469675482167638,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2021,28.879328264335268,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2022,29.288981046502894,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2023,29.69863382867052,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2024,30.10828661083815,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2025,30.517939393005776,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2026,30.9275921751734,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2027,31.33724495734103,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2028,31.746897739508658,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2029,32.15655052167629,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2030,32.56620330384391,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2031,33.65174341397204,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2032,34.73728352410017,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2033,35.8228236342283,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2034,36.90836374435643,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2035,37.993903854484564,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2036,39.07944396461269,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2037,40.16498407474082,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2038,41.25052418486895,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2039,42.33606429499708,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2040,43.42160440512522,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2041,44.50714451525331,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2042,45.5926846253814,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2043,46.67822473550949,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2044,47.76376484563758,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2045,48.84930495576567,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2046,49.934845065893754,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2047,51.02038517602185,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2048,52.10592528614993,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2049,53.19146539627802,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2050,54.27700550640611,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2051,55.362545616535044,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2052,56.44808572666307,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2053,57.533625836790634,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2054,58.619165946918656,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2055,59.70470605704668,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2056,60.7902461671747,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2057,61.87578627730318,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2058,62.9613263874312,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2059,64.04686649755922,WWB,KKW50
CO₂-Preis,USD-2017/t CO₂,2060,65.13240660768679,WWB,KKW50
