transport_mode,unit,year,value,scenario,variant
Temperatur (mittlere Tagestemperatur),Grad Celsius,2038,10.50172613445,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2039,10.5116659081935,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2040,10.521241515567,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2041,10.5296496802645,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2042,10.5361988383463,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2043,10.5412397701387,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2044,10.5451232559678,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2045,10.54820007616,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2046,10.5508210110413,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2047,10.553336840938,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2048,10.5560983461764,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2049,10.5594563070826,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2050,10.5637615039828,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2051,10.5681756575611,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2052,10.5717269185012,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2053,10.5745657121295,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2054,10.5768424637722,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2055,10.5787075987556,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2056,10.5803115424058,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2057,10.5818047200493,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2058,10.5833375570122,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2059,10.5850604786207,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2060,10.5871239102012,ZERO-C,KKW50
Heizgradtage,Anzahl,2000,3081.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2001,3256.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2002,3135.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2003,3357.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2004,3339.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2005,3518.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2006,3246.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2007,3101.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2008,3347.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2009,3182.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2010,3586.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2011,2938.181248124812,ZERO-C,KKW50
Heizgradtage,Anzahl,2012,3281.083538353835,ZERO-C,KKW50
Heizgradtage,Anzahl,2013,3471.4431643164307,ZERO-C,KKW50
Heizgradtage,Anzahl,2014,2782.0919491949194,ZERO-C,KKW50
Heizgradtage,Anzahl,2015,3074.975547554756,ZERO-C,KKW50
Heizgradtage,Anzahl,2016,3281.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2017,3233.316161616161,ZERO-C,KKW50
Heizgradtage,Anzahl,2018,2891.0,ZERO-C,KKW50
Heizgradtage,Anzahl,2019,3191.43763603779,ZERO-C,KKW50
Heizgradtage,Anzahl,2020,3190.75961960101,ZERO-C,KKW50
Heizgradtage,Anzahl,2021,3180.76638821085,ZERO-C,KKW50
Heizgradtage,Anzahl,2022,3171.08326431157,ZERO-C,KKW50
Heizgradtage,Anzahl,2023,3161.71289074002,ZERO-C,KKW50
Heizgradtage,Anzahl,2024,3152.65791033307,ZERO-C,KKW50
Heizgradtage,Anzahl,2025,3143.92096592759,ZERO-C,KKW50
Heizgradtage,Anzahl,2026,3135.50470036044,ZERO-C,KKW50
Heizgradtage,Anzahl,2027,3127.41175646847,ZERO-C,KKW50
Heizgradtage,Anzahl,2028,3119.64477708856,ZERO-C,KKW50
Heizgradtage,Anzahl,2029,3112.20640505756,ZERO-C,KKW50
Heizgradtage,Anzahl,2030,3105.09928321235,ZERO-C,KKW50
Heizgradtage,Anzahl,2031,3098.38584061923,ZERO-C,KKW50
Heizgradtage,Anzahl,2032,3092.10625224336,ZERO-C,KKW50
Heizgradtage,Anzahl,2033,3086.2297797698,ZERO-C,KKW50
Heizgradtage,Anzahl,2034,3080.72568488365,ZERO-C,KKW50
Heizgradtage,Anzahl,2035,3075.56322926997,ZERO-C,KKW50
Heizgradtage,Anzahl,2036,3070.71167461385,ZERO-C,KKW50
Heizgradtage,Anzahl,2037,3066.14028260036,ZERO-C,KKW50
Heizgradtage,Anzahl,2038,3061.8183149146,ZERO-C,KKW50
Heizgradtage,Anzahl,2039,3057.71503324163,ZERO-C,KKW50
Heizgradtage,Anzahl,2040,3053.79969926654,ZERO-C,KKW50
Heizgradtage,Anzahl,2041,3050.18625212035,ZERO-C,KKW50
Heizgradtage,Anzahl,2042,3046.97558618867,ZERO-C,KKW50
Heizgradtage,Anzahl,2043,3044.11739603847,ZERO-C,KKW50
Heizgradtage,Anzahl,2044,3041.5613762367,ZERO-C,KKW50
Heizgradtage,Anzahl,2045,3039.25722135035,ZERO-C,KKW50
Heizgradtage,Anzahl,2046,3037.15462594636,ZERO-C,KKW50
Heizgradtage,Anzahl,2047,3035.20328459171,ZERO-C,KKW50
Heizgradtage,Anzahl,2048,3033.35289185335,ZERO-C,KKW50
Heizgradtage,Anzahl,2049,3031.55314229827,ZERO-C,KKW50
Heizgradtage,Anzahl,2050,3029.75373049341,ZERO-C,KKW50
Heizgradtage,Anzahl,2051,3028.18587332875,ZERO-C,KKW50
Heizgradtage,Anzahl,2052,3027.06545028927,ZERO-C,KKW50
Heizgradtage,Anzahl,2053,3026.31914983442,ZERO-C,KKW50
Heizgradtage,Anzahl,2054,3025.87366042366,ZERO-C,KKW50
Heizgradtage,Anzahl,2055,3025.65567051644,ZERO-C,KKW50
Heizgradtage,Anzahl,2056,3025.59186857224,ZERO-C,KKW50
Heizgradtage,Anzahl,2057,3025.6089430505,ZERO-C,KKW50
Heizgradtage,Anzahl,2058,3025.6335824107,ZERO-C,KKW50
Heizgradtage,Anzahl,2059,3025.59247511228,ZERO-C,KKW50
Heizgradtage,Anzahl,2060,3025.41230961471,ZERO-C,KKW50
Kühlgradtage,Anzahl,2000,115.4248624862486,ZERO-C,KKW50
Kühlgradtage,Anzahl,2001,128.72694269426938,ZERO-C,KKW50
Kühlgradtage,Anzahl,2002,114.6995399539954,ZERO-C,KKW50
Kühlgradtage,Anzahl,2003,346.32381238123804,ZERO-C,KKW50
Kühlgradtage,Anzahl,2004,115.9009100910091,ZERO-C,KKW50
Kühlgradtage,Anzahl,2005,151.34827482748273,ZERO-C,KKW50
Kühlgradtage,Anzahl,2006,202.42325232523245,ZERO-C,KKW50
Kühlgradtage,Anzahl,2007,106.18009800980096,ZERO-C,KKW50
Kühlgradtage,Anzahl,2008,123.63664366436642,ZERO-C,KKW50
Kühlgradtage,Anzahl,2009,156.71615161516152,ZERO-C,KKW50
Kühlgradtage,Anzahl,2010,152.55168516851677,ZERO-C,KKW50
Kühlgradtage,Anzahl,2011,127.56182618261823,ZERO-C,KKW50
Kühlgradtage,Anzahl,2012,148.10537053705366,ZERO-C,KKW50
Kühlgradtage,Anzahl,2013,166.9114111411141,ZERO-C,KKW50
Kühlgradtage,Anzahl,2014,82.54611461146114,ZERO-C,KKW50
Kühlgradtage,Anzahl,2015,262.85562556255627,ZERO-C,KKW50
Kühlgradtage,Anzahl,2016,167.28894889488947,ZERO-C,KKW50
Kühlgradtage,Anzahl,2017,230.51119111911188,ZERO-C,KKW50
Kühlgradtage,Anzahl,2018,246.7723972397239,ZERO-C,KKW50
Kühlgradtage,Anzahl,2019,174.805812377199,ZERO-C,KKW50
Kühlgradtage,Anzahl,2020,178.63827418428,ZERO-C,KKW50
Kühlgradtage,Anzahl,2021,180.484441230197,ZERO-C,KKW50
Kühlgradtage,Anzahl,2022,182.237284570509,ZERO-C,KKW50
Kühlgradtage,Anzahl,2023,183.898718983086,ZERO-C,KKW50
Kühlgradtage,Anzahl,2024,185.4706592458,ZERO-C,KKW50
Kühlgradtage,Anzahl,2025,186.95502013652,ZERO-C,KKW50
Kühlgradtage,Anzahl,2026,188.353716433117,ZERO-C,KKW50
Kühlgradtage,Anzahl,2027,189.668662913461,ZERO-C,KKW50
Kühlgradtage,Anzahl,2028,190.901774355423,ZERO-C,KKW50
Kühlgradtage,Anzahl,2029,192.054965536874,ZERO-C,KKW50
Kühlgradtage,Anzahl,2030,193.130151235683,ZERO-C,KKW50
Kühlgradtage,Anzahl,2031,194.087262973493,ZERO-C,KKW50
Kühlgradtage,Anzahl,2032,194.896102622391,ZERO-C,KKW50
Kühlgradtage,Anzahl,2033,195.57339048592,ZERO-C,KKW50
Kühlgradtage,Anzahl,2034,196.13584686762,ZERO-C,KKW50
Kühlgradtage,Anzahl,2035,196.600192071032,ZERO-C,KKW50
Kühlgradtage,Anzahl,2036,196.983146399699,ZERO-C,KKW50
Kühlgradtage,Anzahl,2037,197.301430157162,ZERO-C,KKW50
Kühlgradtage,Anzahl,2038,197.571763646961,ZERO-C,KKW50
Kühlgradtage,Anzahl,2039,197.810867172638,ZERO-C,KKW50
Kühlgradtage,Anzahl,2040,198.035461037735,ZERO-C,KKW50
Kühlgradtage,Anzahl,2041,198.140210898068,ZERO-C,KKW50
Kühlgradtage,Anzahl,2042,198.040717102049,ZERO-C,KKW50
Kühlgradtage,Anzahl,2043,197.785101992114,ZERO-C,KKW50
Kühlgradtage,Anzahl,2044,197.421487910698,ZERO-C,KKW50
Kühlgradtage,Anzahl,2045,196.997997200235,ZERO-C,KKW50
Kühlgradtage,Anzahl,2046,196.562752203163,ZERO-C,KKW50
Kühlgradtage,Anzahl,2047,196.163875261915,ZERO-C,KKW50
Kühlgradtage,Anzahl,2048,195.849488718927,ZERO-C,KKW50
Kühlgradtage,Anzahl,2049,195.667714916634,ZERO-C,KKW50
Kühlgradtage,Anzahl,2050,195.666676197472,ZERO-C,KKW50
Kühlgradtage,Anzahl,2051,195.758589073562,ZERO-C,KKW50
Kühlgradtage,Anzahl,2052,195.830273774049,ZERO-C,KKW50
Kühlgradtage,Anzahl,2053,195.8917582169,ZERO-C,KKW50
Kühlgradtage,Anzahl,2054,195.953070320086,ZERO-C,KKW50
Kühlgradtage,Anzahl,2055,196.024238001574,ZERO-C,KKW50
Kühlgradtage,Anzahl,2056,196.115289179332,ZERO-C,KKW50
Kühlgradtage,Anzahl,2057,196.23625177133,ZERO-C,KKW50
Kühlgradtage,Anzahl,2058,196.397153695536,ZERO-C,KKW50
Kühlgradtage,Anzahl,2059,196.608022869919,ZERO-C,KKW50
Kühlgradtage,Anzahl,2060,196.878887212446,ZERO-C,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2000,10.35737216488303,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2001,9.740915742559917,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2002,10.275833542455626,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2003,10.297560432630563,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2004,9.601214396003929,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2005,9.32387301870228,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2006,9.962860354711864,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2007,10.212619391291405,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2008,9.742677311267153,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2009,10.007677842477024,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2010,9.010637538536237,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2011,10.537062903358946,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2012,9.856469763494701,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2013,9.305444581004437,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2014,10.710242848657623,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2015,10.603904897914264,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2016,10.079480235843382,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2017,10.271071970292265,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2018,11.16617519995727,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2019,10.1262537206743,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2020,10.155783983615,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2021,10.1856268849635,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2022,10.2157739306483,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2023,10.2461337908494,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2024,10.2766151357471,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2025,10.3071266355218,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2026,10.3375769603536,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2027,10.3678747804227,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2028,10.3979287659095,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2029,10.427647586994,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2030,10.4569399138567,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2031,10.4867792070573,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2032,10.5179510066654,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2033,10.550082102126,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2034,10.5827992828838,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2035,10.6157293383839,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2036,10.6484990580711,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2037,10.6807352313903,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2038,10.7120646477864,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2039,10.7421140967043,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2040,10.7705103675889,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2041,10.7974174453349,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2042,10.8233123576732,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2043,10.8482914583034,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2044,10.8724511009252,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2045,10.895887639238,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2046,10.9186974269414,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2047,10.9409768177351,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2048,10.9628221653184,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2049,10.9843298233911,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2050,11.0055961456526,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2051,11.0256294806671,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2052,11.0436470104595,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2053,11.0600583389205,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2054,11.075273069941,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2055,11.0897008074118,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2056,11.1037511552237,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2057,11.1178337172675,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2058,11.132358097434,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2059,11.147733899614,WWB,KKW50
Temperatur (mittlere Tagestemperatur),Grad Celsius,2060,11.1643707276983,WWB,KKW50
Heizgradtage,Anzahl,2000,3081.0,WWB,KKW50
Heizgradtage,Anzahl,2001,3256.0,WWB,KKW50
Heizgradtage,Anzahl,2002,3135.0,WWB,KKW50
Heizgradtage,Anzahl,2003,3357.0,WWB,KKW50
Heizgradtage,Anzahl,2004,3339.0,WWB,KKW50
Heizgradtage,Anzahl,2005,3518.0,WWB,KKW50
Heizgradtage,Anzahl,2006,3246.0,WWB,KKW50
Heizgradtage,Anzahl,2007,3101.0,WWB,KKW50
Heizgradtage,Anzahl,2008,3347.0,WWB,KKW50
Heizgradtage,Anzahl,2009,3182.0,WWB,KKW50
Heizgradtage,Anzahl,2010,3586.0,WWB,KKW50
Heizgradtage,Anzahl,2011,2938.181248124812,WWB,KKW50
Heizgradtage,Anzahl,2012,3281.083538353835,WWB,KKW50
Heizgradtage,Anzahl,2013,3471.4431643164307,WWB,KKW50
Heizgradtage,Anzahl,2014,2782.0919491949194,WWB,KKW50
Heizgradtage,Anzahl,2015,3074.975547554756,WWB,KKW50
Heizgradtage,Anzahl,2016,3281.0,WWB,KKW50
Heizgradtage,Anzahl,2017,3233.316161616161,WWB,KKW50
Heizgradtage,Anzahl,2018,2891.0,WWB,KKW50
Heizgradtage,Anzahl,2019,3191.43763603779,WWB,KKW50
Heizgradtage,Anzahl,2020,3182.12562267934,WWB,KKW50
Heizgradtage,Anzahl,2021,3172.76721981336,WWB,KKW50
Heizgradtage,Anzahl,2022,3163.36628368936,WWB,KKW50
Heizgradtage,Anzahl,2023,3153.94613146924,WWB,KKW50
Heizgradtage,Anzahl,2024,3144.53008031494,WWB,KKW50
Heizgradtage,Anzahl,2025,3135.14144738836,WWB,KKW50
Heizgradtage,Anzahl,2026,3125.80354985144,WWB,KKW50
Heizgradtage,Anzahl,2027,3116.53970486608,WWB,KKW50
Heizgradtage,Anzahl,2028,3107.3732295942,WWB,KKW50
Heizgradtage,Anzahl,2029,3098.32744119774,WWB,KKW50
Heizgradtage,Anzahl,2030,3089.42565683859,WWB,KKW50
Heizgradtage,Anzahl,2031,3080.43010265484,WWB,KKW50
Heizgradtage,Anzahl,2032,3071.14699360464,WWB,KKW50
Heizgradtage,Anzahl,2033,3061.66563008001,WWB,KKW50
Heizgradtage,Anzahl,2034,3052.07531247299,WWB,KKW50
Heizgradtage,Anzahl,2035,3042.4653411756,WWB,KKW50
Heizgradtage,Anzahl,2036,3032.92501657988,WWB,KKW50
Heizgradtage,Anzahl,2037,3023.54363907786,WWB,KKW50
Heizgradtage,Anzahl,2038,3014.41050906156,WWB,KKW50
Heizgradtage,Anzahl,2039,3005.61492692302,WWB,KKW50
Heizgradtage,Anzahl,2040,2997.24619305427,WWB,KKW50
Heizgradtage,Anzahl,2041,2989.28340585728,WWB,KKW50
Heizgradtage,Anzahl,2042,2981.62624930104,WWB,KKW50
Heizgradtage,Anzahl,2043,2974.24490212808,WWB,KKW50
Heizgradtage,Anzahl,2044,2967.10954308093,WWB,KKW50
Heizgradtage,Anzahl,2045,2960.19035090211,WWB,KKW50
Heizgradtage,Anzahl,2046,2953.45750433417,WWB,KKW50
Heizgradtage,Anzahl,2047,2946.88118211962,WWB,KKW50
Heizgradtage,Anzahl,2048,2940.43156300101,WWB,KKW50
Heizgradtage,Anzahl,2049,2934.07882572086,WWB,KKW50
Heizgradtage,Anzahl,2050,2927.79314902169,WWB,KKW50
Heizgradtage,Anzahl,2051,2921.92222950914,WWB,KKW50
Heizgradtage,Anzahl,2052,2916.73187573986,WWB,KKW50
Heizgradtage,Anzahl,2053,2912.06943438296,WWB,KKW50
Heizgradtage,Anzahl,2054,2907.78225210756,WWB,KKW50
Heizgradtage,Anzahl,2055,2903.71767558277,WWB,KKW50
Heizgradtage,Anzahl,2056,2899.72305147768,WWB,KKW50
Heizgradtage,Anzahl,2057,2895.64572646142,WWB,KKW50
Heizgradtage,Anzahl,2058,2891.33304720309,WWB,KKW50
Heizgradtage,Anzahl,2059,2886.63236037181,WWB,KKW50
Heizgradtage,Anzahl,2060,2881.39101263667,WWB,KKW50
Kühlgradtage,Anzahl,2000,115.4248624862486,WWB,KKW50
Kühlgradtage,Anzahl,2001,128.72694269426938,WWB,KKW50
Kühlgradtage,Anzahl,2002,114.6995399539954,WWB,KKW50
Kühlgradtage,Anzahl,2003,346.32381238123804,WWB,KKW50
Kühlgradtage,Anzahl,2004,115.9009100910091,WWB,KKW50
Kühlgradtage,Anzahl,2005,151.34827482748273,WWB,KKW50
Kühlgradtage,Anzahl,2006,202.42325232523245,WWB,KKW50
Kühlgradtage,Anzahl,2007,106.18009800980096,WWB,KKW50
Kühlgradtage,Anzahl,2008,123.63664366436642,WWB,KKW50
Kühlgradtage,Anzahl,2009,156.71615161516152,WWB,KKW50
Kühlgradtage,Anzahl,2010,152.55168516851677,WWB,KKW50
Kühlgradtage,Anzahl,2011,127.56182618261823,WWB,KKW50
Kühlgradtage,Anzahl,2012,148.10537053705366,WWB,KKW50
Kühlgradtage,Anzahl,2013,166.9114111411141,WWB,KKW50
Kühlgradtage,Anzahl,2014,82.54611461146114,WWB,KKW50
Kühlgradtage,Anzahl,2015,262.85562556255627,WWB,KKW50
Kühlgradtage,Anzahl,2016,167.28894889488947,WWB,KKW50
Kühlgradtage,Anzahl,2017,230.51119111911188,WWB,KKW50
Kühlgradtage,Anzahl,2018,246.7723972397239,WWB,KKW50
Kühlgradtage,Anzahl,2019,174.805812377199,WWB,KKW50
Kühlgradtage,Anzahl,2020,176.840070252651,WWB,KKW50
Kühlgradtage,Anzahl,2021,178.936625240376,WWB,KKW50
Kühlgradtage,Anzahl,2022,181.096347065556,WWB,KKW50
Kühlgradtage,Anzahl,2023,183.308440241764,WWB,KKW50
Kühlgradtage,Anzahl,2024,185.562109282576,WWB,KKW50
Kühlgradtage,Anzahl,2025,187.846558701566,WWB,KKW50
Kühlgradtage,Anzahl,2026,190.150993012309,WWB,KKW50
Kühlgradtage,Anzahl,2027,192.464616728379,WWB,KKW50
Kühlgradtage,Anzahl,2028,194.77663436335,WWB,KKW50
Kühlgradtage,Anzahl,2029,197.076250430798,WWB,KKW50
Kühlgradtage,Anzahl,2030,199.352669444296,WWB,KKW50
Kühlgradtage,Anzahl,2031,201.734376387191,WWB,KKW50
Kühlgradtage,Anzahl,2032,204.322381401747,WWB,KKW50
Kühlgradtage,Anzahl,2033,207.064676739915,WWB,KKW50
Kühlgradtage,Anzahl,2034,209.909254653647,WWB,KKW50
Kühlgradtage,Anzahl,2035,212.804107394893,WWB,KKW50
Kühlgradtage,Anzahl,2036,215.697227215607,WWB,KKW50
Kühlgradtage,Anzahl,2037,218.536606367738,WWB,KKW50
Kühlgradtage,Anzahl,2038,221.270237103239,WWB,KKW50
Kühlgradtage,Anzahl,2039,223.846111674061,WWB,KKW50
Kühlgradtage,Anzahl,2040,226.212222332156,WWB,KKW50
Kühlgradtage,Anzahl,2041,228.390346865482,WWB,KKW50
Kühlgradtage,Anzahl,2042,230.447897380198,WWB,KKW50
Kühlgradtage,Anzahl,2043,232.401317605551,WWB,KKW50
Kühlgradtage,Anzahl,2044,234.267051270786,WWB,KKW50
Kühlgradtage,Anzahl,2045,236.061542105153,WWB,KKW50
Kühlgradtage,Anzahl,2046,237.801233837898,WWB,KKW50
Kühlgradtage,Anzahl,2047,239.502570198269,WWB,KKW50
Kühlgradtage,Anzahl,2048,241.181994915512,WWB,KKW50
Kühlgradtage,Anzahl,2049,242.855951718875,WWB,KKW50
Kühlgradtage,Anzahl,2050,244.540884337605,WWB,KKW50
Kühlgradtage,Anzahl,2051,246.157338459765,WWB,KKW50
Kühlgradtage,Anzahl,2052,247.631862124563,WWB,KKW50
Kühlgradtage,Anzahl,2053,248.989902587967,WWB,KKW50
Kühlgradtage,Anzahl,2054,250.256907105947,WWB,KKW50
Kühlgradtage,Anzahl,2055,251.458322934469,WWB,KKW50
Kühlgradtage,Anzahl,2056,252.619597329503,WWB,KKW50
Kühlgradtage,Anzahl,2057,253.766177547017,WWB,KKW50
Kühlgradtage,Anzahl,2058,254.92351084298,WWB,KKW50
Kühlgradtage,Anzahl,2059,256.117044473359,WWB,KKW50
Kühlgradtage,Anzahl,2060,257.372225694123,WWB,KKW50
